Index_Crimes,Date,Monster involved,Days of Investigation,Region,Crime Type,Crime Weapon,Time of Day,Evidence Found
4054,2024-06-27,Skeleton,29.0,castle,nightly disturbance,axe,night,cloak
8386,2022-10-05,Ghost,1.0,forest,nightly disturbance,brute force,night,potions
1830,2023-02-16,Ghost,45.0,castle,nightly disturbance,N/A,night,potions
4091,2024-05-19,Witch,9.0,village,arson,pistol,dawn,potions
7725,2021-04-14,Zombie,56.0,swamp,kidnapping,N/A,dusk,potions
8394,2023-09-22,Ghost,93.0,castle,vandalism,knife,night,potions
3659,2023-11-17,Zombie,64.0,village,assault,N/A,dawn,bones
4614,2024-04-06,Vampire,80.0,village,assault,brute force,dawn,blood
3908,2023-10-29,Zombie,9.0,forest,murder,N/A,dusk,blood
7098,2024-03-22,Werewolf,58.0,mountain,assault,pistol,night,fur
953,2024-01-08,Werewolf,98.0,forest,kidnapping,pistol,night,fur
2625,2024-06-09,Werewolf,73.0,mountain,assault,N/A,night,fur
2404,2021-03-25,Skeleton,44.0,mountain,Vandalism,knife,dusk,bones
9771,2022-02-03,Skeleton,71.0,mountain,arson,brute force,dusk,bones
6262,2022-06-24,Witch,21.0,village,arson,brute force,dawn,blood
1631,2024-02-17,Zombie,93.0,village,kidnapping,pistol,DUSK,potions
6471,2020-02-03,Witch,52.0,mountain,arson,pistol,DAY,potions
3144,2021-08-09,Werewolf,51.0,mountain,nightly disturbance,N/A,night,fur
312,2022-02-09,Vampire,40.0,castle,assault,pistol,night,blood
4875,2019-11-12,vampire,48.0,castle,murder,N/A,NIGHT,blood
741,2022-02-24,Vampire,73.0,castle,theft,knife,night,teeth
1142,2023-09-27,Werewolf,33.0,forest,assault,N/A,night,potions
4413,2020-02-28,Vampire,10.0,castle,assault,pistol,night,blood
7797,2023-05-26,Witch,46.0,swamp,arson,pistol,night,bones
6815,2021-08-01,Ghost,74.0,village,VANDALISM,knife,night,potions
1039,2023-07-29,Ghost,99.0,castle,arson,brute force,night,potions
6931,2023-07-30,Vampire,66.0,mountain,nightly disturbance,knife,night,teeth
5104,2021-08-18,Werewolf,58.0,mountain,assault,knife,night,fur
2713,2022-04-30,Witch,83.0,village,arson,N/A,dawn,potions
7867,2020-01-06,Witch,46.0,forest,kidnapping,axe,day,fur
9497,2021-04-15,Zombie,73.0,swamp,vandalism,brute force,day,potions
2952,2024-10-10,Ghost,75.0,castle,nightly disturbance,N/A,night,potions
8930,2021-07-21,Werewolf,68.0,forest,assault,brute force,night,teeth
913,2024-06-28,Vampire,30.0,castle,theft,pistol,night,blood
4582,2020-08-17,Werewolf,44.0,forest,assault,pistol,night,BONES
1376,2022-12-01,Werewolf,65.0,swamp,assault,brute force,dawn,teeth
5659,2023-01-13,Vampire,82.0,castle,nightly disturbance,knife,night,cloak
9363,2021-12-19,Skeleton,91.0,castle,assault,axe,dawn,bones
2992,2020-07-19,Vampire,69.0,castle,theft,N/A,night,cloak
2705,2022-09-24,Zombie,67.0,swamp,assault,knife,night,bones
9651,2020-05-17,Werewolf,31.0,mountain,assault,N/A,dusk,teeth
2230,2023-06-25,Vampire,10.0,village,murder,brute force,night,cloak
4052,2024-04-19,Vampire,62.0,castle,assault,N/A,night,blood
6374,2023-10-05,Skeleton,57.0,mountain,nightly disturbance,knife,night,bones
7543,2024-08-22,Zombie,6.0,forest,kidnapping,pistol,day,blood
2590,2023-06-15,Witch,56.0,village,kidnapping,knife,dusk,bones
8297,2022-01-23,Vampire,41.0,castle,assault,knife,night,blood
2640,2023-09-11,Witch,15.0,village,arson,knife,dusk,fur
9195,2022-01-09,Ghost,68.0,castle,vandalism,N/A,night,cloak
5805,2021-10-26,Ghost,55.0,village,vandalism,brute force,night,potions
9232,2024-04-08,Witch,20.0,village,arson,knife,day,potions
7161,2022-09-28,skeleton,21.0,mountain,nightly disturbance,knife,night,BONES
3323,2020-06-28,Witch,32.0,swamp,theft,N/A,day,potions
7356,2019-12-25,Skeleton,64.0,mountain,assault,pistol,day,bones
3229,2024-08-05,Ghost,36.0,castle,nightly disturbance,brute force,Night,cloak
6435,2023-08-29,Ghost,87.0,castle,nightly disturbance,N/A,night,potions
284,2019-11-13,Witch,51.0,forest,arson,knife,dusk,potions
1299,2022-09-26,Werewolf,33.0,forest,assault,N/A,dawn,fur
1638,2023-05-07,Vampire,7.0,castle,nightly disturbance,pistol,night,teeth
1818,2024-04-21,Zombie,64.0,forest,murder,N/A,night,potions
3548,2023-12-13,witch,85.0,forest,kidnapping,N/A,dawn,blood
8126,2024-10-11,Zombie,43.0,swamp,assault,brute force,night,bones
4612,2022-03-27,Witch,93.0,village,arson,N/A,day,potions
2359,2024-05-12,Ghost,1.0,castle,arson,axe,night,cloak
6155,2022-10-08,Skeleton,35.0,mountain,assault,brute force,day,cloak
4488,2022-07-19,Witch,30.0,village,kidnapping,knife,dusk,bones
1240,2020-12-08,Skeleton,14.0,castle,assault,N/A,dusk,bones
9307,2020-08-25,Vampire,62.0,castle,assault,pistol,night,cloak
6787,2021-09-06,Vampire,1.0,castle,nightly disturbance,pistol,night,blood
1643,2022-04-19,Ghost,27.0,village,theft,axe,night,cloak
4998,2022-02-04,Skeleton,43.0,mountain,arson,knife,day,bones
7629,2021-11-11,Ghost,11.0,castle,vandalism,pistol,dawn,potions
8164,2022-05-03,Skeleton,78.0,mountain,vandalism,pistol,dawn,bones
6648,2024-05-28,Werewolf,8.0,forest,assault,axe,night,fur
8322,2022-03-28,Werewolf,63.0,mountain,kidnapping,N/A,dawn,fur
9583,2022-07-01,Zombie,84.0,swamp,kidnapping,knife,night,blood
6867,2023-01-27,Zombie,50.0,forest,kidnapping,N/A,day,fur
8233,2021-12-19,Werewolf,98.0,forest,assault,brute force,night,bones
1861,2023-06-08,Witch,6.0,village,arson,N/A,dawn,cloak
5452,2023-10-31,Ghost,62.0,castle,vandalism,pistol,NIGHT,potions
8713,2020-05-03,Ghost,96.0,village,vandalism,brute force,night,potions
6350,2022-08-27,Vampire,22.0,village,assault,brute force,dawn,blood
3705,2021-10-20,Werewolf,94.0,forest,assault,N/A,dusk,teeth
6335,2024-03-16,Vampire,84.0,castle,assault,knife,NIGHT,teeth
528,2020-06-15,Witch,84.0,village,arson,knife,dusk,bones
2904,2020-06-03,Skeleton,5.0,mountain,assault,N/A,night,bones
8492,2023-05-03,Vampire,16.0,castle,assault,N/A,night,blood
8330,2022-03-15,Witch,14.0,village,arson,pistol,dusk,potions
4841,2024-09-29,werewolf,1.0,swamp,kidnapping,pistol,dusk,Bones
7177,2021-04-17,Werewolf,5.0,forest,assault,knife,day,fur
5904,2023-05-05,Witch,10.0,SWAMP,arson,N/A,dusk,potions
3976,2022-03-10,Skeleton,51.0,castle,assault,pistol,day,bones
419,2024-10-26,Skeleton,96.0,mountain,arson,axe,day,bones
8360,2020-06-16,Zombie,3.0,swamp,kidnapping,knife,dawn,teeth
2212,2020-04-04,Witch,15.0,swamp,arson,N/A,dusk,cloak
7455,2020-01-04,Werewolf,38.0,forest,kidnapping,brute force,dusk,teeth
8627,2022-01-14,Vampire,53.0,castle,assault,N/A,night,TEETH
2178,2024-02-02,Vampire,45.0,castle,nightly disturbance,knife,night,cloak
5100,2022-07-18,Ghost,44.0,village,nightly disturbance,N/A,night,potions
928,2023-06-25,Skeleton,4.0,castle,arson,knife,day,BONES
9381,2023-08-02,Skeleton,95.0,castle,arson,knife,day,bones
2257,2021-11-13,Skeleton,86.0,mountain,arson,knife,dusk,cloak
2038,2023-04-17,Ghost,97.0,village,nightly disturbance,knife,night,potions
862,2024-01-07,Werewolf,52.0,forest,vandalism,N/A,night,fur
1386,2023-06-17,werewolf,17.0,mountain,assault,knife,night,fur
3736,2022-08-30,Vampire,71.0,castle,nightly disturbance,brute force,night,cloak
6302,2021-01-13,Skeleton,68.0,castle,nightly disturbance,axe,night,bones
7453,2022-07-05,Witch,42.0,village,assault,axe,day,cloak
3268,2021-09-06,Ghost,28.0,castle,nightly disturbance,knife,night,potions
7185,2023-08-23,Werewolf,2.0,forest,assault,brute force,dusk,blood
8709,2020-09-29,Skeleton,65.0,mountain,nightly disturbance,brute force,night,bones
6095,2020-06-19,Vampire,55.0,castle,nightly disturbance,N/A,night,blood
2767,2020-07-21,Witch,46.0,mountain,kidnapping,N/A,day,bones
6257,2021-09-08,Witch,99.0,village,arson,knife,dawn,bones
9488,2020-10-07,Zombie,49.0,mountain,kidnapping,pistol,dawn,potions
5165,2024-10-08,Witch,98.0,village,arson,axe,dusk,bones
3222,2020-04-30,Zombie,46.0,mountain,murder,knife,dawn,teeth
8229,2020-01-14,Ghost,44.0,castle,vandalism,axe,night,potions
491,2020-09-12,Ghost,96.0,village,arson,knife,dusk,potions
8530,2022-10-25,Werewolf,46.0,forest,assault,axe,dusk,teeth
1164,2022-01-27,Skeleton,36.0,castle,vandalism,knife,night,bones
4509,2023-09-09,Werewolf,4.0,forest,assault,N/A,night,teeth
9149,2023-03-03,Werewolf,66.0,mountain,assault,axe,night,teeth
3819,2020-05-12,Werewolf,14.0,forest,assault,axe,dusk,teeth
9999,2021-10-11,Zombie,77.0,swamp,kidnapping,knife,dawn,bones
2711,2021-04-15,Skeleton,11.0,castle,arson,knife,dusk,bones
914,2022-03-11,Werewolf,85.0,forest,assault,knife,night,blood
4518,2020-05-08,Zombie,56.0,swamp,murder,brute force,day,teeth
1853,2020-01-26,Vampire,74.0,castle,nightly disturbance,axe,night,blood
8784,2019-11-12,Werewolf,90.0,forest,assault,axe,dusk,teeth
3213,2023-06-23,Skeleton,21.0,mountain,assault,knife,day,cloak
9095,2021-08-17,Zombie,73.0,forest,kidnapping,N/A,dusk,blood
4283,2020-08-12,Ghost,10.0,castle,vandalism,N/A,dawn,potions
4613,2021-08-04,Werewolf,37.0,forest,kidnapping,axe,night,fur
5511,2023-02-04,Vampire,70.0,village,assault,brute force,night,blood
3419,2023-01-26,Werewolf,84.0,swamp,assault,axe,night,blood
8654,2021-12-31,Werewolf,73.0,mountain,assault,knife,dusk,fur
5334,2020-05-07,Zombie,8.0,swamp,vandalism,knife,night,bones
5075,2022-11-30,Werewolf,89.0,mountain,assault,N/A,night,potions
6588,2021-03-05,Skeleton,62.0,mountain,vandalism,knife,day,bones
761,2024-03-11,Werewolf,15.0,swamp,assault,brute force,night,fur
6521,2021-04-23,Ghost,56.0,village,nightly disturbance,pistol,night,cloak
1291,2024-06-07,Zombie,29.0,mountain,kidnapping,axe,day,bones
723,2024-06-01,Zombie,22.0,swamp,kidnapping,knife,dusk,teeth
9345,2022-12-19,Vampire,98.0,castle,assault,N/A,dawn,cloak
1005,2023-05-23,Skeleton,68.0,mountain,nightly disturbance,knife,night,bones
4962,2024-02-23,Werewolf,25.0,forest,assault,pistol,dusk,teeth
6960,2023-02-14,Zombie,24.0,swamp,assault,knife,night,fur
5280,2021-01-01,Werewolf,28.0,forest,vandalism,knife,night,blood
2521,2022-09-03,Werewolf,73.0,mountain,kidnapping,pistol,dusk,potions
7438,2021-05-14,Skeleton,91.0,forest,vandalism,knife,day,cloak
9059,2023-08-15,Werewolf,58.0,mountain,assault,axe,night,blood
3584,2022-02-21,Zombie,97.0,swamp,murder,brute force,dusk,potions
3608,2023-03-21,Vampire,91.0,castle,assault,knife,dusk,cloak
5537,2020-08-19,Witch,39.0,swamp,arson,brute force,day,Potions
5308,2024-09-02,Zombie,31.0,swamp,kidnapping,knife,dawn,bones
1597,2023-01-19,Werewolf,57.0,forest,vandalism,knife,night,blood
9150,2024-10-28,Witch,79.0,village,arson,axe,day,cloak
6984,2020-10-03,Ghost,15.0,castle,nightly disturbance,N/A,night,potions
6505,2020-11-29,Ghost,98.0,village,vandalism,N/A,night,cloak
9162,2020-12-08,Zombie,12.0,swamp,kidnapping,brute force,dawn,potions
6711,2022-10-26,Vampire,16.0,mountain,assault,brute force,dusk,blood
3418,2021-01-18,Vampire,10.0,castle,assault,N/A,dawn,blood
9719,2020-10-28,Witch,98.0,village,kidnapping,brute force,dusk,potions
3901,2023-07-14,Skeleton,75.0,mountain,assault,pistol,dawn,bones
2424,2020-08-26,Zombie,13.0,swamp,vandalism,knife,night,potions
8455,2022-01-12,Zombie,40.0,swamp,kidnapping,knife,night,bones
9698,2024-02-21,Ghost,94.0,castle,vandalism,knife,night,potions
9164,2024-01-30,Witch,87.0,swamp,kidnapping,N/A,dusk,potions
8136,2020-09-17,Skeleton,46.0,mountain,vandalism,brute force,day,bones
2770,2020-04-23,Ghost,13.0,castle,VANDALISM,knife,dusk,cloak
7348,2021-03-11,Vampire,70.0,village,assault,knife,night,blood
978,2021-07-08,Ghost,15.0,forest,arson,axe,dawn,cloak
1774,2022-01-22,Witch,32.0,village,arson,axe,night,potions
7233,2023-05-24,Werewolf,32.0,forest,nightly disturbance,brute force,night,Teeth
5,2021-03-14,Werewolf,41.0,forest,assault,knife,night,fur
9237,2023-02-20,Skeleton,37.0,mountain,nightly disturbance,knife,night,bones
7939,2020-09-09,Ghost,68.0,castle,nightly disturbance,N/A,night,cloak
6158,2023-01-22,Zombie,94.0,mountain,kidnapping,pistol,dawn,POTIONS
3079,2023-08-24,Ghost,74.0,village,nightly disturbance,axe,night,cloak
394,2023-01-28,Vampire,67.0,castle,assault,axe,night,blood
9364,2022-04-08,Vampire,92.0,castle,assault,N/A,night,blood
106,2023-05-22,Witch,19.0,village,arson,N/A,day,potions
8493,2023-09-04,Werewolf,16.0,forest,vandalism,knife,day,blood
90,2021-05-21,Werewolf,60.0,village,vandalism,brute force,night,blood
6859,2024-10-30,Vampire,54.0,forest,nightly disturbance,knife,night,cloak
7547,2020-05-19,Zombie,59.0,mountain,kidnapping,N/A,dusk,potions
4094,2023-05-28,Ghost,54.0,village,vandalism,knife,dusk,cloak
6687,2023-02-10,Witch,73.0,swamp,arson,N/A,day,cloak
9606,2023-08-28,Ghost,38.0,village,vandalism,knife,night,cloak
4777,2020-04-04,Ghost,74.0,village,nightly disturbance,knife,night,cloak
8520,2020-08-01,Ghost,18.0,castle,vandalism,N/A,dusk,potions
4317,2021-06-19,Witch,9.0,village,kidnapping,knife,night,cloak
3316,2021-04-17,Ghost,41.0,castle,arson,knife,night,cloak
746,2023-11-09,Ghost,65.0,castle,arson,N/A,dawn,potions
1433,2022-05-01,Witch,97.0,swamp,assault,N/A,dusk,teeth
9299,2020-08-09,Zombie,42.0,swamp,kidnapping,N/A,day,fur
2559,2024-03-12,Skeleton,79.0,swamp,vandalism,knife,day,bones
6229,2022-02-02,Skeleton,11.0,mountain,assault,axe,dusk,bones
5671,2019-12-10,Zombie,87.0,village,murder,knife,dusk,BLOOD
298,2023-07-31,Witch,56.0,village,arson,axe,night,Blood
8255,2023-05-16,Zombie,15.0,village,assault,axe,night,blood
3614,2024-05-03,Zombie,14.0,swamp,kidnapping,pistol,dusk,bones
8824,2023-01-14,Witch,90.0,village,kidnapping,N/A,day,cloak
38,2019-11-12,Skeleton,8.0,mountain,arson,pistol,day,cloak
4651,2022-08-18,Werewolf,39.0,forest,assault,knife,night,blood
6070,2023-12-20,Skeleton,43.0,mountain,arson,pistol,dusk,bones
7129,2021-10-16,Werewolf,68.0,mountain,assault,axe,night,fur
8257,2020-02-17,Ghost,92.0,village,nightly disturbance,knife,night,potions
141,2024-10-14,Skeleton,3.0,mountain,arson,knife,day,bones
8905,2023-05-02,Ghost,17.0,castle,nightly disturbance,axe,night,potions
3743,2023-04-14,Zombie,8.0,swamp,assault,pistol,day,teeth
5841,2024-09-16,Zombie,91.0,mountain,kidnapping,brute force,dusk,teeth
7504,2020-11-01,Skeleton,71.0,mountain,assault,N/A,day,bones
8110,2023-05-02,Ghost,55.0,village,vandalism,axe,night,potions
3414,2021-04-03,Vampire,96.0,village,assault,pistol,dawn,teeth
6581,2024-01-17,Witch,39.0,village,Arson,N/A,dawn,blood
9964,2023-10-16,Zombie,72.0,village,kidnapping,N/A,dawn,potions
9720,2022-04-19,Zombie,59.0,swamp,vandalism,axe,dusk,bones
6721,2023-05-20,Werewolf,95.0,mountain,vandalism,axe,night,blood
9710,2024-03-08,Ghost,95.0,castle,vandalism,pistol,night,potions
5473,2020-04-07,Skeleton,7.0,castle,assault,pistol,day,Bones
5094,2024-03-18,Zombie,84.0,swamp,assault,pistol,night,blood
5686,2023-03-28,Vampire,66.0,castle,assault,pistol,night,cloak
3826,2024-10-20,Zombie,8.0,mountain,assault,N/A,night,Fur
1565,2021-04-02,Witch,23.0,village,arson,knife,day,potions
1208,2020-04-13,Werewolf,24.0,mountain,assault,axe,dusk,fur
2597,2024-09-06,Skeleton,34.0,castle,arson,knife,dusk,bones
7771,2020-04-09,Skeleton,66.0,mountain,arson,N/A,night,bones
733,2020-02-01,Werewolf,60.0,forest,vandalism,N/A,night,fur
5645,2021-10-04,Ghost,74.0,Village,nightly disturbance,N/A,night,cloak
3862,2021-12-24,vampire,38.0,castle,assault,brute force,night,blood
2527,2024-09-21,Werewolf,85.0,forest,kidnapping,knife,night,teeth
9768,2022-07-30,Zombie,13.0,forest,kidnapping,knife,night,POTIONS
3353,2024-01-28,ZOMBIE,60.0,swamp,kidnapping,axe,day,blood
4210,2020-12-24,Witch,88.0,swamp,assault,brute force,day,potions
4923,2020-03-31,Zombie,30.0,swamp,kidnapping,pistol,dusk,bones
824,2021-02-14,Skeleton,86.0,mountain,nightly disturbance,N/A,night,bones
9820,2023-05-13,Skeleton,80.0,castle,arson,brute force,night,cloak
4941,2021-08-11,Vampire,17.0,forest,nightly disturbance,brute force,night,cloak
8382,2022-11-04,Skeleton,81.0,castle,nightly disturbance,axe,night,bones
4174,2020-06-09,Skeleton,34.0,mountain,arson,knife,dusk,cloak
1811,2019-11-04,Ghost,50.0,forest,vandalism,pistol,dawn,potions
9498,2020-03-03,Ghost,24.0,village,vandalism,pistol,dusk,cloak
903,2021-08-30,Vampire,92.0,castle,assault,pistol,dusk,blood
3101,2020-03-05,Zombie,52.0,forest,vandalism,pistol,day,potions
9636,2020-12-02,Zombie,43.0,swamp,murder,pistol,day,bones
5953,2020-07-08,Witch,19.0,swamp,arson,knife,day,teeth
4558,2023-09-20,Vampire,4.0,village,theft,N/A,night,cloak
2162,2021-04-06,Vampire,32.0,castle,assault,brute force,night,blood
1665,2020-09-30,Vampire,69.0,forest,assault,brute force,dusk,blood
8613,2021-08-25,Zombie,90.0,forest,kidnapping,axe,dawn,potions
2235,2022-08-21,Witch,41.0,swamp,arson,N/A,dawn,Bones
3670,2024-09-02,Werewolf,71.0,village,assault,brute force,dusk,bones
8589,2022-06-26,Werewolf,47.0,forest,vandalism,brute force,night,fur
9030,2020-06-15,Zombie,3.0,mountain,kidnapping,brute force,dusk,blood
6691,2020-03-26,Ghost,99.0,castle,vandalism,knife,dusk,potions
751,2021-03-12,Witch,75.0,forest,kidnapping,N/A,dusk,cloak
5556,2021-09-20,Werewolf,6.0,forest,nightly disturbance,axe,night,fur
3187,2021-03-09,Vampire,24.0,castle,nightly disturbance,pistol,night,cloak
5147,2023-02-24,Ghost,76.0,castle,theft,brute force,dusk,cloak
6786,2022-07-23,Witch,94.0,forest,assault,knife,dusk,potions
7642,2023-07-16,Witch,61.0,village,kidnapping,N/A,dawn,teeth
7891,2023-05-29,Ghost,17.0,village,vandalism,N/A,dusk,potions
7562,2021-11-05,Zombie,84.0,swamp,kidnapping,pistol,dawn,potions
9744,2023-01-12,Vampire,88.0,forest,nightly disturbance,pistol,night,blood
4669,2020-10-17,Vampire,37.0,castle,assault,brute force,night,teeth
9365,2022-11-19,Zombie,44.0,mountain,murder,knife,dusk,potions
465,2021-06-04,Ghost,3.0,castle,vandalism,brute force,dusk,potions
6054,2022-05-22,Werewolf,49.0,forest,vandalism,knife,night,teeth
7989,2020-03-19,Vampire,69.0,castle,assault,axe,night,blood
4099,2023-07-07,Skeleton,59.0,castle,vandalism,axe,night,bones
2185,2023-05-01,Skeleton,38.0,castle,nightly disturbance,knife,night,bones
2671,2020-01-09,Skeleton,68.0,mountain,vandalism,knife,day,bones
1802,2021-01-14,Werewolf,20.0,forest,kidnapping,pistol,night,potions
3564,2022-02-28,Skeleton,11.0,mountain,vandalism,brute force,day,cloak
6593,2020-01-19,Vampire,16.0,village,assault,pistol,night,blood
829,2021-01-10,Vampire,92.0,castle,assault,N/A,dawn,cloak
1443,2021-08-19,Vampire,29.0,castle,murder,pistol,dusk,blood
2624,2022-03-29,Zombie,69.0,swamp,assault,knife,day,teeth
8371,2021-10-02,Werewolf,38.0,mountain,vandalism,knife,night,blood
7124,2024-04-29,Skeleton,42.0,mountain,arson,axe,dawn,bones
421,2021-03-17,Zombie,71.0,swamp,murder,pistol,night,blood
5624,2021-05-13,Vampire,12.0,village,assault,axe,night,cloak
5734,2024-10-30,Witch,84.0,village,arson,knife,dusk,potions
3408,2023-08-07,Zombie,23.0,swamp,kidnapping,N/A,dawn,blood
5522,2024-10-05,Witch,67.0,village,kidnapping,knife,dusk,cloak
9880,2022-06-21,Vampire,4.0,village,assault,axe,night,blood
1419,2022-09-03,Werewolf,3.0,mountain,assault,knife,dusk,teeth
2098,2022-01-20,Vampire,3.0,village,assault,knife,dawn,cloak
1791,2021-03-11,Witch,4.0,village,arson,pistol,day,teeth
2027,2023-11-15,Werewolf,40.0,forest,assault,pistol,night,bones
4106,2022-12-26,Skeleton,51.0,mountain,assault,axe,day,bones
4522,2020-04-15,Witch,66.0,mountain,kidnapping,N/A,dusk,potions
7966,2022-07-19,Ghost,44.0,castle,vandalism,pistol,dusk,potions
8057,2023-10-05,Zombie,87.0,swamp,murder,axe,night,blood
5774,2022-10-28,Skeleton,62.0,mountain,assault,N/A,day,bones
4100,2023-07-22,Skeleton,29.0,castle,vandalism,N/A,day,bones
4569,2021-08-01,Zombie,3.0,mountain,kidnapping,axe,dusk,potions
7916,2023-02-01,Ghost,37.0,village,nightly disturbance,knife,night,potions
5405,2024-10-16,Ghost,71.0,village,nightly disturbance,knife,night,cloak
568,2020-10-26,Vampire,98.0,castle,assault,N/A,night,blood
9482,2021-09-07,Vampire,89.0,castle,murder,axe,night,cloak
2606,2022-01-26,Skeleton,25.0,castle,assault,N/A,day,bones
5903,2019-11-07,Ghost,10.0,castle,nightly disturbance,knife,night,potions
557,2024-10-13,Ghost,56.0,village,nightly disturbance,knife,night,potions
6526,2021-04-04,Ghost,8.0,castle,vandalism,pistol,dusk,potions
7131,2024-05-03,Vampire,80.0,village,assault,knife,night,blood
4328,2024-02-28,Werewolf,87.0,forest,vandalism,N/A,night,blood
5815,2021-04-15,Werewolf,71.0,mountain,vandalism,N/A,night,fur
7614,2021-02-08,Ghost,35.0,village,vandalism,pistol,night,cloak
4928,2023-07-17,Vampire,59.0,castle,assault,pistol,night,blood
743,2023-05-11,Vampire,99.0,castle,nightly disturbance,pistol,night,blood
8968,2024-03-22,Witch,33.0,swamp,arson,axe,night,bones
2678,2021-11-09,Ghost,66.0,forest,theft,N/A,dusk,potions
8572,2021-11-03,Skeleton,98.0,mountain,arson,brute force,dusk,bones
170,2023-08-23,Zombie,45.0,swamp,kidnapping,pistol,night,teeth
4727,2020-04-23,Witch,85.0,mountain,arson,pistol,day,cloak
1673,2020-06-21,Ghost,48.0,village,nightly disturbance,pistol,night,cloak
4547,2022-09-27,Skeleton,72.0,mountain,nightly disturbance,brute force,night,bones
8338,2019-12-18,Werewolf,90.0,mountain,assault,brute force,night,bones
